date,city,region,temp_max,temp_min,temp_mean,precipitation,wind_speed,humidity,year,month,day,season,is_hot_day,is_rainy_day
2023-01-01,Hà Nội,Bắc,20.6,10.4,15.4,0.0,10.4,65,2023,1,1,Đông,False,False
2023-01-02,Hà Nội,Bắc,19.1,11.5,15.8,0.1,12.2,72,2023,1,2,Đông,False,False
2023-01-03,Hà Nội,Bắc,19.5,14.1,16.1,0.1,10.3,68,2023,1,3,Đông,False,False
2023-01-04,Hà Nội,Bắc,21.9,14.1,18.0,0.0,8.1,68,2023,1,4,Đông,False,False
2023-01-05,Hà Nội,Bắc,22.0,14.5,18.3,0.0,9.0,77,2023,1,5,Đông,False,False
2023-01-06,Hà Nội,Bắc,24.6,15.8,19.1,0.0,23.5,61,2023,1,6,Đông,False,False
2023-01-07,Hà Nội,Bắc,21.5,12.1,17.1,0.5,12.9,60,2023,1,7,Đông,False,False
2023-01-08,Hà Nội,Bắc,22.5,13.8,17.5,0.0,13.0,70,2023,1,8,Đông,False,False
2023-01-09,Hà Nội,Bắc,22.1,15.4,18.8,0.0,7.7,77,2023,1,9,Đông,False,False
2023-01-10,Hà Nội,Bắc,21.0,17.1,18.7,4.9,10.5,88,2023,1,10,Đông,False,False
2023-01-11,Hà Nội,Bắc,22.9,17.4,19.8,0.6,11.2,86,2023,1,11,Đông,False,False
2023-01-12,Hà Nội,Bắc,23.8,16.1,19.4,0.0,12.0,87,2023,1,12,Đông,False,False
2023-01-13,Hà Nội,Bắc,29.4,17.4,22.1,0.0,17.9,81,2023,1,13,Đông,False,False
2023-01-14,Hà Nội,Bắc,30.0,16.9,22.7,0.0,16.3,78,2023,1,14,Đông,False,False
2023-01-15,Hà Nội,Bắc,20.1,14.1,18.1,0.0,24.6,63,2023,1,15,Đông,False,False
2023-01-16,Hà Nội,Bắc,14.4,10.4,12.6,0.0,20.1,47,2023,1,16,Đông,False,False
2023-01-17,Hà Nội,Bắc,14.8,10.9,12.6,0.0,14.7,50,2023,1,17,Đông,False,False
2023-01-18,Hà Nội,Bắc,16.7,10.4,13.2,0.0,13.7,48,2023,1,18,Đông,False,False
2023-01-19,Hà Nội,Bắc,19.5,8.1,14.1,0.0,8.2,55,2023,1,19,Đông,False,False
2023-01-20,Hà Nội,Bắc,19.0,11.8,15.3,0.0,8.3,59,2023,1,20,Đông,False,False
2023-01-21,Hà Nội,Bắc,22.5,9.6,15.8,0.0,13.8,74,2023,1,21,Đông,False,False
2023-01-22,Hà Nội,Bắc,21.0,12.9,16.8,0.0,9.0,86,2023,1,22,Đông,False,False
2023-01-23,Hà Nội,Bắc,21.9,15.2,18.7,2.8,23.9,83,2023,1,23,Đông,False,False
2023-01-24,Hà Nội,Bắc,18.6,12.1,15.5,0.5,26.5,45,2023,1,24,Đông,False,False
2023-01-25,Hà Nội,Bắc,18.6,7.2,13.1,0.0,14.4,54,2023,1,25,Đông,False,False
2023-01-26,Hà Nội,Bắc,22.2,9.4,16.0,0.1,14.7,74,2023,1,26,Đông,False,False
2023-01-27,Hà Nội,Bắc,18.1,11.4,15.2,0.9,23.1,54,2023,1,27,Đông,False,False
2023-01-28,Hà Nội,Bắc,19.3,8.8,13.5,0.0,16.6,40,2023,1,28,Đông,False,False
2023-01-29,Hà Nội,Bắc,20.0,8.4,13.7,0.0,12.9,46,2023,1,29,Đông,False,False
2023-01-30,Hà Nội,Bắc,21.4,6.7,14.1,0.0,15.0,59,2023,1,30,Đông,False,False
2023-01-31,Hà Nội,Bắc,23.2,9.2,15.7,0.0,17.2,70,2023,1,31,Đông,False,False
2023-02-01,Hà Nội,Bắc,24.9,11.9,17.8,0.0,18.5,81,2023,2,1,Đông,False,False
2023-02-02,Hà Nội,Bắc,24.1,18.5,20.6,1.4,10.9,87,2023,2,2,Đông,False,False
2023-02-03,Hà Nội,Bắc,20.8,19.0,19.9,5.5,13.2,95,2023,2,3,Đông,False,False
2023-02-04,Hà Nội,Bắc,25.2,18.6,20.7,2.7,16.8,90,2023,2,4,Đông,False,False
2023-02-05,Hà Nội,Bắc,22.5,19.6,20.3,17.6,15.7,93,2023,2,5,Đông,False,False
2023-02-06,Hà Nội,Bắc,22.8,19.0,20.5,3.4,16.6,90,2023,2,6,Đông,False,False
2023-02-07,Hà Nội,Bắc,23.4,19.6,21.3,3.3,20.9,91,2023,2,7,Đông,False,False
2023-02-08,Hà Nội,Bắc,24.1,19.7,21.6,3.3,18.6,91,2023,2,8,Đông,False,False
2023-02-09,Hà Nội,Bắc,24.9,20.6,21.9,5.4,17.4,92,2023,2,9,Đông,False,False
2023-02-10,Hà Nội,Bắc,27.9,20.5,23.3,1.7,25.2,85,2023,2,10,Đông,False,False
2023-02-11,Hà Nội,Bắc,28.5,21.4,23.7,1.0,25.0,87,2023,2,11,Đông,False,False
2023-02-12,Hà Nội,Bắc,32.2,20.2,24.5,0.2,17.1,84,2023,2,12,Đông,False,False
2023-02-13,Hà Nội,Bắc,29.8,20.0,24.1,1.8,23.1,84,2023,2,13,Đông,False,False
2023-02-14,Hà Nội,Bắc,19.2,15.8,17.3,3.3,23.0,65,2023,2,14,Đông,False,False
2023-02-15,Hà Nội,Bắc,18.2,14.1,16.2,0.7,16.2,61,2023,2,15,Đông,False,False
2023-02-16,Hà Nội,Bắc,19.5,14.4,16.8,0.0,10.0,66,2023,2,16,Đông,False,False
2023-02-17,Hà Nội,Bắc,21.5,13.1,17.6,0.0,11.5,76,2023,2,17,Đông,False,False
2023-02-18,Hà Nội,Bắc,24.9,14.4,19.4,0.1,15.5,80,2023,2,18,Đông,False,False
2023-02-19,Hà Nội,Bắc,24.6,16.9,19.8,3.0,18.7,78,2023,2,19,Đông,False,False
2023-02-20,Hà Nội,Bắc,24.7,17.0,20.2,0.0,12.9,64,2023,2,20,Đông,False,False
2023-02-21,Hà Nội,Bắc,25.3,15.4,20.1,0.0,16.0,73,2023,2,21,Đông,False,False
2023-02-22,Hà Nội,Bắc,23.4,16.4,19.7,0.2,15.8,74,2023,2,22,Đông,False,False
2023-02-23,Hà Nội,Bắc,24.5,16.6,20.2,0.0,18.1,75,2023,2,23,Đông,False,False
2023-02-24,Hà Nội,Bắc,21.0,18.2,19.3,0.9,21.9,70,2023,2,24,Đông,False,False
2023-02-25,Hà Nội,Bắc,23.0,14.9,18.8,0.0,18.7,49,2023,2,25,Đông,False,False
2023-02-26,Hà Nội,Bắc,22.3,13.1,17.2,0.0,17.8,54,2023,2,26,Đông,False,False
2023-02-27,Hà Nội,Bắc,23.5,10.9,17.1,0.0,13.4,66,2023,2,27,Đông,False,False
2023-02-28,Hà Nội,Bắc,24.1,11.6,18.0,0.0,14.8,75,2023,2,28,Đông,False,False
2023-03-01,Hà Nội,Bắc,23.8,14.3,19.4,0.2,10.2,80,2023,3,1,Xuân,False,False
2023-03-02,Hà Nội,Bắc,27.1,16.6,21.3,0.0,16.4,68,2023,3,2,Xuân,False,False
2023-03-03,Hà Nội,Bắc,25.7,16.4,20.5,0.2,14.8,73,2023,3,3,Xuân,False,False
2023-03-04,Hà Nội,Bắc,24.1,16.5,20.2,0.0,9.9,70,2023,3,4,Xuân,False,False
2023-03-05,Hà Nội,Bắc,25.5,15.0,20.4,0.0,16.8,73,2023,3,5,Xuân,False,False
2023-03-06,Hà Nội,Bắc,25.9,15.6,20.7,0.0,17.6,77,2023,3,6,Xuân,False,False
2023-03-07,Hà Nội,Bắc,26.9,17.6,21.4,0.0,16.1,74,2023,3,7,Xuân,False,False
2023-03-08,Hà Nội,Bắc,26.0,18.2,21.8,0.0,13.2,78,2023,3,8,Xuân,False,False
2023-03-09,Hà Nội,Bắc,29.0,17.8,23.1,0.0,14.4,74,2023,3,9,Xuân,False,False
2023-03-10,Hà Nội,Bắc,29.4,18.2,23.1,0.0,21.5,73,2023,3,10,Xuân,False,False
2023-03-11,Hà Nội,Bắc,26.1,19.2,22.5,0.2,15.3,77,2023,3,11,Xuân,False,False
2023-03-12,Hà Nội,Bắc,28.5,18.9,23.1,4.1,26.2,75,2023,3,12,Xuân,False,False
2023-03-13,Hà Nội,Bắc,21.9,15.8,18.4,2.3,24.2,59,2023,3,13,Xuân,False,False
2023-03-14,Hà Nội,Bắc,26.5,13.8,20.2,0.0,20.1,67,2023,3,14,Xuân,False,False
2023-03-15,Hà Nội,Bắc,25.2,17.0,21.1,0.3,14.6,84,2023,3,15,Xuân,False,False
2023-03-16,Hà Nội,Bắc,27.5,19.6,23.3,0.2,18.9,77,2023,3,16,Xuân,False,False
2023-03-17,Hà Nội,Bắc,27.5,20.5,23.5,0.4,17.2,80,2023,3,17,Xuân,False,False
2023-03-18,Hà Nội,Bắc,28.0,20.5,23.5,0.3,17.7,79,2023,3,18,Xuân,False,False
2023-03-19,Hà Nội,Bắc,28.5,20.3,23.7,0.3,20.9,79,2023,3,19,Xuân,False,False
2023-03-20,Hà Nội,Bắc,29.8,21.0,24.5,0.7,19.7,82,2023,3,20,Xuân,False,False
2023-03-21,Hà Nội,Bắc,33.0,22.0,26.4,0.0,15.6,81,2023,3,21,Xuân,False,False
2023-03-22,Hà Nội,Bắc,36.2,23.2,28.4,0.0,16.8,72,2023,3,22,Xuân,True,False
2023-03-23,Hà Nội,Bắc,35.3,22.5,28.5,0.0,16.8,73,2023,3,23,Xuân,True,False
2023-03-24,Hà Nội,Bắc,34.7,22.6,27.4,1.8,21.3,77,2023,3,24,Xuân,False,False
2023-03-25,Hà Nội,Bắc,28.6,21.3,25.1,7.9,18.6,85,2023,3,25,Xuân,False,False
2023-03-26,Hà Nội,Bắc,24.0,17.5,20.9,12.1,18.7,79,2023,3,26,Xuân,False,False
2023-03-27,Hà Nội,Bắc,21.0,17.8,19.2,2.9,17.2,77,2023,3,27,Xuân,False,False
2023-03-28,Hà Nội,Bắc,21.4,17.4,19.0,0.3,10.6,77,2023,3,28,Xuân,False,False
2023-03-29,Hà Nội,Bắc,23.9,17.1,20.2,0.2,10.1,77,2023,3,29,Xuân,False,False
2023-03-30,Hà Nội,Bắc,23.6,17.9,20.5,1.6,11.7,80,2023,3,30,Xuân,False,False
2023-03-31,Hà Nội,Bắc,25.1,19.3,21.9,0.4,11.9,83,2023,3,31,Xuân,False,False
2023-04-01,Hà Nội,Bắc,25.2,20.8,22.7,1.4,14.3,89,2023,4,1,Xuân,False,False
2023-04-02,Hà Nội,Bắc,30.5,23.0,25.3,1.6,17.1,89,2023,4,2,Xuân,False,False
2023-04-03,Hà Nội,Bắc,33.0,22.6,26.5,1.2,18.1,83,2023,4,3,Xuân,False,False
2023-04-04,Hà Nội,Bắc,32.7,22.8,27.0,0.1,16.4,83,2023,4,4,Xuân,False,False
2023-04-05,Hà Nội,Bắc,33.0,22.1,27.2,0.0,15.6,81,2023,4,5,Xuân,False,False
2023-04-06,Hà Nội,Bắc,31.5,22.9,26.4,0.3,26.6,77,2023,4,6,Xuân,False,False
2023-04-07,Hà Nội,Bắc,27.4,21.4,23.8,0.0,14.6,62,2023,4,7,Xuân,False,False
2023-04-08,Hà Nội,Bắc,21.9,18.6,20.6,2.3,14.3,80,2023,4,8,Xuân,False,False
2023-04-09,Hà Nội,Bắc,22.5,18.0,19.8,0.3,9.4,80,2023,4,9,Xuân,False,False
2023-04-10,Hà Nội,Bắc,25.1,19.1,21.8,0.9,10.8,86,2023,4,10,Xuân,False,False
2023-04-11,Hà Nội,Bắc,27.5,22.0,24.3,1.8,14.5,89,2023,4,11,Xuân,False,False
2023-04-12,Hà Nội,Bắc,28.5,23.5,25.4,3.7,17.1,88,2023,4,12,Xuân,False,False
2023-04-13,Hà Nội,Bắc,27.4,23.7,25.3,4.0,21.0,91,2023,4,13,Xuân,False,False
2023-04-14,Hà Nội,Bắc,28.1,24.4,25.8,3.7,16.6,90,2023,4,14,Xuân,False,False
2023-04-15,Hà Nội,Bắc,29.1,23.4,25.7,18.0,19.1,85,2023,4,15,Xuân,False,False
2023-04-16,Hà Nội,Bắc,29.9,21.5,25.5,0.0,13.9,81,2023,4,16,Xuân,False,False
2023-04-17,Hà Nội,Bắc,30.6,22.0,25.7,0.5,18.6,86,2023,4,17,Xuân,False,False
2023-04-18,Hà Nội,Bắc,32.5,24.5,27.5,0.3,17.1,86,2023,4,18,Xuân,False,False
2023-04-19,Hà Nội,Bắc,33.5,23.6,28.1,0.0,14.4,82,2023,4,19,Xuân,False,False
2023-04-20,Hà Nội,Bắc,33.0,23.8,27.7,0.1,18.5,83,2023,4,20,Xuân,False,False
2023-04-21,Hà Nội,Bắc,33.2,24.0,28.0,0.2,18.6,83,2023,4,21,Xuân,False,False
2023-04-22,Hà Nội,Bắc,33.7,24.5,28.6,0.0,18.4,81,2023,4,22,Xuân,False,False
2023-04-23,Hà Nội,Bắc,33.2,25.2,28.5,0.4,18.9,82,2023,4,23,Xuân,False,False
2023-04-24,Hà Nội,Bắc,31.7,24.6,27.1,6.3,18.1,86,2023,4,24,Xuân,False,False
2023-04-25,Hà Nội,Bắc,24.5,21.0,22.4,3.4,23.3,75,2023,4,25,Xuân,False,False
2023-04-26,Hà Nội,Bắc,26.4,20.9,22.9,0.0,10.5,66,2023,4,26,Xuân,False,False
2023-04-27,Hà Nội,Bắc,29.0,19.9,24.2,0.0,19.3,78,2023,4,27,Xuân,False,False
2023-04-28,Hà Nội,Bắc,30.8,23.4,26.5,0.8,22.7,84,2023,4,28,Xuân,False,False
2023-04-29,Hà Nội,Bắc,28.8,22.4,25.5,7.9,22.0,83,2023,4,29,Xuân,False,False
2023-04-30,Hà Nội,Bắc,24.1,20.6,21.6,2.6,10.1,77,2023,4,30,Xuân,False,False
2023-05-01,Hà Nội,Bắc,28.7,18.8,23.7,0.0,20.0,77,2023,5,1,Xuân,False,False
2023-05-02,Hà Nội,Bắc,29.9,21.3,25.5,0.1,22.0,82,2023,5,2,Xuân,False,False
2023-05-03,Hà Nội,Bắc,31.1,24.0,27.2,0.5,22.7,83,2023,5,3,Xuân,False,False
2023-05-04,Hà Nội,Bắc,33.6,25.0,28.7,0.1,24.5,82,2023,5,4,Xuân,False,False
2023-05-05,Hà Nội,Bắc,35.5,25.7,30.4,0.0,18.4,77,2023,5,5,Xuân,True,False
2023-05-06,Hà Nội,Bắc,38.5,26.5,32.3,0.0,19.0,70,2023,5,6,Xuân,True,False
2023-05-07,Hà Nội,Bắc,36.1,27.1,30.9,0.0,20.0,75,2023,5,7,Xuân,True,False
2023-05-08,Hà Nội,Bắc,28.1,23.8,25.3,6.6,18.7,80,2023,5,8,Xuân,False,False
2023-05-09,Hà Nội,Bắc,28.9,22.1,25.1,1.2,17.6,81,2023,5,9,Xuân,False,False
2023-05-10,Hà Nội,Bắc,31.1,24.1,26.9,11.9,15.5,87,2023,5,10,Xuân,False,False
2023-05-11,Hà Nội,Bắc,26.3,23.2,25.0,34.1,20.5,92,2023,5,11,Xuân,False,False
2023-05-12,Hà Nội,Bắc,26.6,21.4,23.7,17.3,17.1,73,2023,5,12,Xuân,False,False
2023-05-13,Hà Nội,Bắc,24.1,20.8,22.2,13.7,17.3,81,2023,5,13,Xuân,False,False
2023-05-14,Hà Nội,Bắc,28.0,20.0,23.5,0.0,11.7,77,2023,5,14,Xuân,False,False
2023-05-15,Hà Nội,Bắc,29.6,20.6,25.6,0.0,16.1,81,2023,5,15,Xuân,False,False
2023-05-16,Hà Nội,Bắc,33.8,23.8,28.8,0.0,16.9,79,2023,5,16,Xuân,False,False
2023-05-17,Hà Nội,Bắc,36.2,25.2,30.8,0.0,12.3,70,2023,5,17,Xuân,True,False
2023-05-18,Hà Nội,Bắc,36.0,25.0,30.9,0.0,12.7,66,2023,5,18,Xuân,True,False
2023-05-19,Hà Nội,Bắc,35.3,26.4,30.5,0.0,15.0,75,2023,5,19,Xuân,True,False
2023-05-20,Hà Nội,Bắc,35.9,26.4,30.7,0.0,16.8,77,2023,5,20,Xuân,True,False
2023-05-21,Hà Nội,Bắc,36.6,27.7,31.6,0.0,20.8,74,2023,5,21,Xuân,True,False
2023-05-22,Hà Nội,Bắc,37.1,28.0,32.1,0.0,21.8,72,2023,5,22,Xuân,True,False
2023-05-23,Hà Nội,Bắc,33.5,26.1,29.5,15.9,25.1,78,2023,5,23,Xuân,False,False
2023-05-24,Hà Nội,Bắc,31.1,25.4,27.7,19.2,16.4,86,2023,5,24,Xuân,False,False
2023-05-25,Hà Nội,Bắc,30.9,25.2,27.3,12.3,11.8,89,2023,5,25,Xuân,False,False
2023-05-26,Hà Nội,Bắc,32.2,25.5,28.6,4.4,16.9,83,2023,5,26,Xuân,False,False
2023-05-27,Hà Nội,Bắc,31.6,26.2,28.7,5.2,14.7,82,2023,5,27,Xuân,False,False
2023-05-28,Hà Nội,Bắc,31.9,25.8,28.6,1.1,14.8,82,2023,5,28,Xuân,False,False
2023-05-29,Hà Nội,Bắc,32.7,25.1,29.0,0.7,14.2,83,2023,5,29,Xuân,False,False
2023-05-30,Hà Nội,Bắc,34.2,26.0,30.1,0.0,14.1,78,2023,5,30,Xuân,False,False
2023-05-31,Hà Nội,Bắc,35.2,25.8,30.4,0.0,16.9,77,2023,5,31,Xuân,True,False
2023-06-01,Hà Nội,Bắc,36.2,26.8,31.2,0.0,20.4,78,2023,6,1,Hè,True,False
2023-06-02,Hà Nội,Bắc,36.9,27.8,31.9,0.0,18.9,74,2023,6,2,Hè,True,False
2023-06-03,Hà Nội,Bắc,34.5,27.4,29.5,8.5,15.1,83,2023,6,3,Hè,False,False
2023-06-04,Hà Nội,Bắc,33.2,26.8,29.0,10.1,15.1,85,2023,6,4,Hè,False,False
2023-06-05,Hà Nội,Bắc,31.9,26.0,28.8,6.8,10.7,84,2023,6,5,Hè,False,False
2023-06-06,Hà Nội,Bắc,31.9,24.4,27.5,26.4,13.0,87,2023,6,6,Hè,False,False
2023-06-07,Hà Nội,Bắc,32.5,24.9,28.6,10.6,12.6,83,2023,6,7,Hè,False,False
2023-06-08,Hà Nội,Bắc,32.7,25.6,28.8,7.1,12.2,85,2023,6,8,Hè,False,False
2023-06-09,Hà Nội,Bắc,32.8,25.3,28.6,13.0,17.0,79,2023,6,9,Hè,False,False
2023-06-10,Hà Nội,Bắc,33.9,25.5,29.8,0.4,12.0,77,2023,6,10,Hè,False,False
2023-06-11,Hà Nội,Bắc,35.8,26.5,30.6,0.0,20.0,77,2023,6,11,Hè,True,False
2023-06-12,Hà Nội,Bắc,33.8,26.9,29.8,8.6,10.2,81,2023,6,12,Hè,False,False
2023-06-13,Hà Nội,Bắc,32.0,26.5,28.4,19.8,9.5,87,2023,6,13,Hè,False,False
2023-06-14,Hà Nội,Bắc,30.5,25.4,27.9,26.5,7.6,85,2023,6,14,Hè,False,False
2023-06-15,Hà Nội,Bắc,33.1,25.9,28.7,11.2,12.6,85,2023,6,15,Hè,False,False
2023-06-16,Hà Nội,Bắc,32.3,25.6,29.4,11.7,16.8,85,2023,6,16,Hè,False,False
2023-06-17,Hà Nội,Bắc,34.0,27.7,30.3,5.5,15.6,80,2023,6,17,Hè,False,False
2023-06-18,Hà Nội,Bắc,31.8,26.5,28.9,6.8,15.4,84,2023,6,18,Hè,False,False
2023-06-19,Hà Nội,Bắc,32.5,27.4,29.6,0.5,14.2,81,2023,6,19,Hè,False,False
2023-06-20,Hà Nội,Bắc,33.7,26.9,30.1,2.1,12.5,81,2023,6,20,Hè,False,False
2023-06-21,Hà Nội,Bắc,34.0,27.0,30.3,2.2,12.4,81,2023,6,21,Hè,False,False
2023-06-22,Hà Nội,Bắc,33.1,27.4,29.7,2.4,11.9,86,2023,6,22,Hè,False,False
2023-06-23,Hà Nội,Bắc,30.2,25.6,27.7,17.0,15.1,88,2023,6,23,Hè,False,False
2023-06-24,Hà Nội,Bắc,28.4,24.8,26.2,44.3,8.0,94,2023,6,24,Hè,False,False
2023-06-25,Hà Nội,Bắc,28.3,24.5,26.2,38.2,8.4,90,2023,6,25,Hè,False,False
2023-06-26,Hà Nội,Bắc,26.5,24.4,25.6,9.1,10.5,93,2023,6,26,Hè,False,False
2023-06-27,Hà Nội,Bắc,30.4,24.0,27.1,19.3,17.2,86,2023,6,27,Hè,False,False
2023-06-28,Hà Nội,Bắc,32.3,25.1,28.7,2.3,20.2,81,2023,6,28,Hè,False,False
2023-06-29,Hà Nội,Bắc,34.2,26.4,30.0,0.2,18.6,79,2023,6,29,Hè,False,False
2023-06-30,Hà Nội,Bắc,35.8,27.6,31.2,0.1,14.9,78,2023,6,30,Hè,True,False
2023-07-01,Hà Nội,Bắc,36.2,27.9,31.7,0.6,17.1,76,2023,7,1,Hè,True,False
2023-07-02,Hà Nội,Bắc,36.2,28.0,31.2,1.8,18.3,76,2023,7,2,Hè,True,False
2023-07-03,Hà Nội,Bắc,34.7,26.9,30.2,20.9,14.8,80,2023,7,3,Hè,False,False
2023-07-04,Hà Nội,Bắc,33.9,27.8,30.1,14.8,12.2,77,2023,7,4,Hè,False,False
2023-07-05,Hà Nội,Bắc,33.2,26.6,29.6,3.9,13.9,82,2023,7,5,Hè,False,False
2023-07-06,Hà Nội,Bắc,35.3,27.6,31.1,0.1,19.5,75,2023,7,6,Hè,True,False
2023-07-07,Hà Nội,Bắc,35.7,28.5,31.9,0.0,17.8,73,2023,7,7,Hè,True,False
2023-07-08,Hà Nội,Bắc,35.2,27.7,30.9,4.7,25.6,78,2023,7,8,Hè,True,False
2023-07-09,Hà Nội,Bắc,34.2,27.4,30.6,0.1,18.3,77,2023,7,9,Hè,False,False
2023-07-10,Hà Nội,Bắc,35.0,27.6,31.0,0.0,16.6,74,2023,7,10,Hè,False,False
2023-07-11,Hà Nội,Bắc,35.0,28.2,31.4,0.6,16.7,73,2023,7,11,Hè,False,False
2023-07-12,Hà Nội,Bắc,35.4,28.3,31.8,0.1,13.7,71,2023,7,12,Hè,True,False
2023-07-13,Hà Nội,Bắc,35.8,28.0,31.7,0.0,14.1,70,2023,7,13,Hè,True,False
2023-07-14,Hà Nội,Bắc,33.3,28.5,30.9,7.0,15.1,77,2023,7,14,Hè,False,False
2023-07-15,Hà Nội,Bắc,33.2,25.3,29.3,9.8,17.6,82,2023,7,15,Hè,False,False
2023-07-16,Hà Nội,Bắc,35.8,26.0,30.1,1.8,16.6,75,2023,7,16,Hè,True,False
2023-07-17,Hà Nội,Bắc,35.8,27.7,31.6,0.0,21.4,65,2023,7,17,Hè,True,False
2023-07-18,Hà Nội,Bắc,31.0,24.7,28.2,7.2,24.5,71,2023,7,18,Hè,False,False
2023-07-19,Hà Nội,Bắc,30.1,24.9,26.8,6.5,14.3,86,2023,7,19,Hè,False,False
2023-07-20,Hà Nội,Bắc,30.0,24.6,26.6,23.9,8.2,91,2023,7,20,Hè,False,False
2023-07-21,Hà Nội,Bắc,31.9,25.3,28.2,7.6,9.2,86,2023,7,21,Hè,False,False
2023-07-22,Hà Nội,Bắc,32.8,26.1,29.4,1.5,13.7,81,2023,7,22,Hè,False,False
2023-07-23,Hà Nội,Bắc,34.2,26.4,30.1,0.0,14.9,77,2023,7,23,Hè,False,False
2023-07-24,Hà Nội,Bắc,33.8,26.4,30.0,0.3,14.8,77,2023,7,24,Hè,False,False
2023-07-25,Hà Nội,Bắc,34.2,26.5,30.4,0.0,16.4,74,2023,7,25,Hè,False,False
2023-07-26,Hà Nội,Bắc,35.4,26.6,30.9,0.0,17.0,74,2023,7,26,Hè,True,False
2023-07-27,Hà Nội,Bắc,35.8,27.0,31.0,0.3,9.8,78,2023,7,27,Hè,True,False
2023-07-28,Hà Nội,Bắc,32.6,26.1,29.1,17.4,13.3,83,2023,7,28,Hè,False,False
2023-07-29,Hà Nội,Bắc,34.3,26.9,30.1,5.8,13.1,80,2023,7,29,Hè,False,False
2023-07-30,Hà Nội,Bắc,32.5,26.5,28.9,17.8,12.3,85,2023,7,30,Hè,False,False
2023-07-31,Hà Nội,Bắc,31.1,25.0,27.6,25.4,11.2,90,2023,7,31,Hè,False,False
2023-08-01,Hà Nội,Bắc,31.5,25.8,27.9,47.1,10.0,90,2023,8,1,Hè,False,False
2023-08-02,Hà Nội,Bắc,30.9,25.8,27.4,19.8,15.1,89,2023,8,2,Hè,False,False
2023-08-03,Hà Nội,Bắc,31.3,25.5,27.3,26.5,12.3,90,2023,8,3,Hè,False,False
2023-08-04,Hà Nội,Bắc,30.0,25.3,27.2,24.0,14.0,91,2023,8,4,Hè,False,False
2023-08-05,Hà Nội,Bắc,30.0,25.0,27.5,16.8,10.9,90,2023,8,5,Hè,False,False
2023-08-06,Hà Nội,Bắc,30.8,25.5,27.8,1.4,9.1,90,2023,8,6,Hè,False,False
2023-08-07,Hà Nội,Bắc,31.5,25.3,28.2,9.4,11.5,85,2023,8,7,Hè,False,False
2023-08-08,Hà Nội,Bắc,32.8,25.0,27.9,22.9,19.6,88,2023,8,8,Hè,False,False
2023-08-09,Hà Nội,Bắc,33.0,25.7,29.1,4.2,8.5,85,2023,8,9,Hè,False,False
2023-08-10,Hà Nội,Bắc,31.8,26.6,28.7,8.0,8.7,89,2023,8,10,Hè,False,False
2023-08-11,Hà Nội,Bắc,30.9,25.4,27.7,29.7,9.9,91,2023,8,11,Hè,False,False
2023-08-12,Hà Nội,Bắc,30.9,25.3,27.7,16.1,10.8,90,2023,8,12,Hè,False,False
2023-08-13,Hà Nội,Bắc,32.4,25.4,28.1,6.7,13.3,88,2023,8,13,Hè,False,False
2023-08-14,Hà Nội,Bắc,31.8,25.8,28.1,14.4,9.6,90,2023,8,14,Hè,False,False
2023-08-15,Hà Nội,Bắc,30.8,24.9,27.7,22.0,9.7,89,2023,8,15,Hè,False,False
2023-08-16,Hà Nội,Bắc,32.9,24.4,28.6,17.1,9.2,86,2023,8,16,Hè,False,False
2023-08-17,Hà Nội,Bắc,34.0,26.6,30.3,1.7,9.0,83,2023,8,17,Hè,False,False
2023-08-18,Hà Nội,Bắc,34.3,26.8,30.4,3.3,12.1,82,2023,8,18,Hè,False,False
2023-08-19,Hà Nội,Bắc,29.5,25.7,27.3,16.6,12.2,91,2023,8,19,Hè,False,False
2023-08-20,Hà Nội,Bắc,28.5,25.0,26.7,32.3,10.7,93,2023,8,20,Hè,False,False
2023-08-21,Hà Nội,Bắc,32.0,24.6,28.4,12.5,12.9,87,2023,8,21,Hè,False,False
2023-08-22,Hà Nội,Bắc,32.3,25.9,29.2,3.6,10.5,84,2023,8,22,Hè,False,False
2023-08-23,Hà Nội,Bắc,33.0,25.6,28.8,31.0,11.3,87,2023,8,23,Hè,False,False
2023-08-24,Hà Nội,Bắc,31.0,24.8,27.0,27.1,11.4,91,2023,8,24,Hè,False,False
2023-08-25,Hà Nội,Bắc,31.5,24.4,27.5,14.0,12.0,89,2023,8,25,Hè,False,False
2023-08-26,Hà Nội,Bắc,32.1,25.1,28.5,26.5,13.0,89,2023,8,26,Hè,False,False
2023-08-27,Hà Nội,Bắc,33.5,27.0,29.8,2.4,11.5,83,2023,8,27,Hè,False,False
2023-08-28,Hà Nội,Bắc,30.5,25.9,27.9,4.7,16.9,83,2023,8,28,Hè,False,False
2023-08-29,Hà Nội,Bắc,31.3,25.4,28.1,0.0,21.2,77,2023,8,29,Hè,False,False
2023-08-30,Hà Nội,Bắc,31.4,25.0,27.9,0.0,20.3,70,2023,8,30,Hè,False,False
2023-08-31,Hà Nội,Bắc,32.2,24.0,28.2,0.0,16.0,69,2023,8,31,Hè,False,False
2023-09-01,Hà Nội,Bắc,32.8,25.4,28.6,0.3,15.6,72,2023,9,1,Thu,False,False
2023-09-02,Hà Nội,Bắc,34.2,25.7,29.6,0.0,18.0,71,2023,9,2,Thu,False,False
2023-09-03,Hà Nội,Bắc,28.2,25.1,26.5,0.7,17.4,78,2023,9,3,Thu,False,False
2023-09-04,Hà Nội,Bắc,29.7,24.0,26.3,1.7,17.2,81,2023,9,4,Thu,False,False
